,text,V,A,D
6676,"when friends come to detroit , i take them there .",3.18,3.18,3.27
6677,"it 's our in-the-river park , 982 acres of green space , with a zoo , a botanical garden and conservatory , rentable paddle boats , and tons of other neat stuff .",3.3,2.9,3.0
6678,"oh , and entry is free , so it 's available to anyone regardless of economic status .",3.4,3.2,3.3
6679,"you 're liable to see families picnicking , bums gathering bottles and cans , geese foraging , and deer cautiously wandering the edge of the woods .",3.2,2.8,3.0
6680,within a hundred yards of each other .,3.0,2.8,3.0
6681,"some of that cheap real estate is n't too horrible , either .",3.2,3.4,3.1
6682,"there 's a whole street being taken over by artists , farnsworth between moran and mcdougall .",3.2,3.1,3.2
6683,"some of the things they 've done down there are amazing , and the community garden is a great bridge to the surrounding neighborhood .",3.8,3.6,3.2
6684,"america 's rust belt is a swath of cities and towns that boomed during the industrial era and now lie -- well , rusting -- as empty remainders of glory days past .",2.7,3.1,3.1
6685,"a few weeks ago , someone broke into their shed to steal their garden tools .",2.0,3.2,2.5
6686,whoever took that stuff is probably using it in their own garden .,2.9,3.0,3.0
6687,"yes , detroit 's got more than its share of bad spots , you 're right .",2.8,3.2,3.0
6688,"i 've lived in the metro area my whole life , and there are areas ( i ca n't call them neighborhoods ) down there where i do n't feel safe in daytime , much less at night .",2.4,3.2,2.3
6689,"but there are bright spots , and behind every one of them is a person , or a bunch of people , who refuse to give up .",3.4,3.2,3.1
6690,"jessica 19 . sep , 2009 at 10:30 am",3.0,2.7,3.0
6691,you are exactly the kind of person who gives me back the hope i lost on my way into town .,3.8,3.5,3.0
6692,"seems there 's a pretty solid group of detroit residents who are truly committed to restoring the city , and that 's beautiful to see .",3.5,3.0,3.0
6693,"i will absolutely watch a city to yourself , thank you for the recommendation .",3.7,3.4,3.3
6694,"reader not writer 20 . sep , 2009 at 10:17 pm",3.0,2.8,3.0
6695,"well , growing up not far from detroit myself , i would point out a few things :",3.0,3.0,3.55
6696,i was intrigued .,3.3,3.5,3.0
6697,really ?,2.9,3.3,3.1
6698,`` solidarity '',3.2,3.4,3.5
6699,a $ 100 house ?,3.3,3.4,3.0
6700,most of the funny looks you got were less about your color than about your ride .,3.09,2.82,3.0
6701,"you think i 'm kidding , but i could n't be more serious -- that honda is a visceral reminder for people of how the american consumer has left detroit in the dust .",2.3,3.8,3.1
6702,"even if it was a real fixer-upper , even if you really were better off tearing it down than living in it , that 'd still be a hell of a deal .",3.4,3.4,3.1
6703,"2 . detroit ( proper ) has been dying for a long time -- before the 1968 riots , even .",2.6,3.0,3.1
6704,"its going to take some pioneering individuals to start creating those pockets of innovation , creativity , and vision .",3.0,3.1,2.9
6705,but its not going to happen with the investment of $ 100 into a single house .,2.5,3.1,3.3
6706,"the next moment , acres was there .",2.9,3.1,3.1
6707,hands up in the same way mine were frozen .,2.7,3.1,2.9
6708,we just looked at each other .,3.0,2.8,2.8
6709,"i guess , thinking back , i might have expected him to gloat , but the view was the kind of thing that humbles you , shuts your mouth .",2.6,3.2,3.0
6710,"we just stood looking at each other for a little while , i do n't know how long .",3.0,3.12,3.12
6711,what is it ?,3.0,3.3,3.1
6712,he was n't the sort you 'd call `` chuck . '',2.9,2.6,3.1
6713,i do n't know .,2.89,3.0,2.56
6714,"i think this whole thing , '' he waved his hand at the horizon , `` is one big machine .",2.9,3.2,3.2
6715,"and the markers were carved later , not be whoever built it .",3.0,3.0,3.1
6716,the markers are places where it 's safe to come here and leave .,3.29,3.14,3.0
6717,safe ?,3.1,2.9,3.0
6718,i looked around .,3.0,3.0,3.2
6719,one thing this place did n't seem was safe .,2.2,3.0,2.9
6720,he started walking down the steps and around a corner .,3.0,3.0,3.0
6721,"it would have taken plenty to surprise me after what i had already seen , but my jaw was banging against my shoelaces when i rounded that corner .",2.67,3.78,3.0
6722,"i 'm not sure how something so big could have been hidden by that little turn in landscape , but maybe perspective does n't work quite the same there .",3.0,2.67,2.83
6723,"glaring down at me from no more than twenty feet away was a grimacing , thirty foot tall black face with staring , blue and white eyes and it wore a ridiculous little hat .",2.5,3.5,2.7
6724,he took a sip and closed his eyes like the cheap cup of coffee was really something special .,3.3,3.1,3.0
6725,"for some reason i thought of a giant clown face from a carnival ride , but it scared the hell out me .",2.1,3.7,2.4
6726,acres stood beside it and somehow using him as a yardstick for the scale of the thing made it easier to see .,3.0,2.8,2.9
6727,it was a moai .,3.0,2.8,3.0
6728,this is what i wanted to show you .,3.2,3.4,3.4
6729,i looked down and saw he was pointing to another marker just slightly different from the one we had just left .,3.1,2.9,3.0
6730,"i was pretty rattled , but things fell together for me looking at the big statue , the hawaiian shirt and the mark on the ground .",2.75,3.25,2.5
6731,acres nodded .,3.2,2.9,3.2
6732,it was all too much for me so i focused on the part i could handle .,2.88,3.5,3.25
6733,so what does this have to do with gold ?,2.9,2.9,3.1
6734,"you could step on that marker and make the gestures , the 'device , ' and it would be like pushing a button in a very complex machine .",2.78,2.89,3.22
6735,you would end up on a small hill on rapa nui .,3.0,2.8,2.8
6736,"you could step three feet to the right and do the same thing , and you would end up buried alive in a nearby rock face .",2.7,3.2,3.1
6737,but i know how to make it take me anywhere .,3.3,3.4,3.6
6738,"it read , `` department of the treasury , financial management service , status report of u.s. treasury-owned gold . ''",3.11,3.0,3.11
6739,i sucked in a whole lot of air .,2.75,2.75,2.88
6740,anywhere ?,3.17,3.0,2.83
6741,"anywhere , '' he walked around the moai and came back wrestling with a big , heavy bar of gold .",3.2,3.5,3.0
6742,they only check deep storage once a year .,3.0,2.5,3.1
6743,otherwise the vault is sealed .,3.1,2.8,3.1
6744,he set the cup down and looked straight at me for the first time .,3.1,3.7,2.9
6745,does anyone else know about this ?,3.1,3.3,3.1
6746,"no , they would have been on rapa nui if they knew , ready to stop me .",2.91,3.0,3.09
6747,this is the 400 ounces which i mentioned at the restaurant .,3.0,3.0,3.1
6748,"about $ 150,000 dollars at this morning 's rate .",2.91,3.18,2.91
6749,i looked at the sheet in my hand .,3.0,2.89,3.0
6750,i had to read it twice .,3.0,3.12,2.75
6751,i had never seen a dollar sign in front of that many number before .,3.0,3.4,3.0
6752,the gold is still there .,3.36,3.18,3.09
6753,how much can we sell before someone becomes suspicious ?,2.71,3.0,3.14
6754,charles put the bar down and slid a web pouch over it with shoulder straps like a small backpack .,2.8,3.1,3.1
6755,"call me small minded , but you know `` a bird in the hand . ''",3.0,2.8,3.1
6756,"but i could handle a hundred and fifty-k easy , say seventy-five-k from the fence .",3.1,3.1,3.3
6757,fine .,2.8,2.9,2.8
6758,i waived down a waitress and ordered a cup of decaf and a slice of pie .,3.0,2.57,3.57
6759,then i made my way back to the little marker where we came in .,3.0,3.1,3.2
6760,his mistake had been in telling me the same gesture opened the door the other way .,2.89,3.0,3.0
6761,so the icy wind at the top of the mound and the bright moon came as a real relief .,3.37,3.0,3.25
6762,the highway patrol was just bound to come by then .,3.1,3.1,3.0
6763,after that it was just connect the dots back to prison .,2.44,2.89,2.89
6764,"the rental car records pointed to acres , and there was enough blood on the knife to match dna from acres comb in the motel .",2.8,3.0,3.2
6765,they never bothered trying to explain how acres made it into the country without a ticket on a plane or a boat .,2.78,3.22,3.0
6766,i did n't like his tone much .,2.2,2.7,3.2
6767,"but they speculated all through the trial about where the gold came from , offered me deals .",3.1,3.1,3.2
6768,the prosecution liked the idea that acres was my smuggler 's mule .,2.9,2.7,2.8
6769,i was a one man gold cartel in the news .,3.1,3.0,3.3
6770,"`` so you sure you 're not a cop , charles ? ''",3.0,2.89,3.0
6771,i 'm just wondering what they 'll think when they open that vault in kentucky .,3.1,3.2,2.8
6772,"acres said it was dangerous , but maybe i could find my way back to the mound or easter island even .",2.8,3.3,3.1
6773,i figure it ca n't be worse than the lethal injection that 's waiting for me at dawn .,2.0,3.3,2.0
6774,i stared him down until he flinched .,2.7,3.2,3.8
6775,i do n't really believe i 'll make it or i would n't say a thing .,2.37,2.75,2.5
6776,wish me luck .,3.25,3.5,2.87
6777,i out of here .,2.8,3.2,3.2
6778,"as i did , i noticed just how tired he looked around the eyes .",2.78,2.78,3.11
6779,'m not a cop,2.9,3.0,3.0
6780,"charles might be for real , but he was still going to get me in deep trouble .",2.57,2.72,2.71
6781,"let 's make real clear right now that you were joking , buddy .",2.7,3.3,3.5
6782,otherwise this conversation is over .,2.2,3.4,3.0
6783,"i 've got a parole officer to explain things to , and he would n't like that kinda talk .",2.6,3.3,2.9
6784,right .,3.1,3.1,3.3
6785,sorry .,2.27,2.91,2.73
6786,charles looked out the window at the passing traffic push through dirty slush for awhile .,2.7,2.8,2.8
6787,like i was saying .,2.9,3.1,3.2
6788,"i 'm a researcher , i 've come into some valuable material that i would like to find a buyer for , and i do n't want to have to explain myself to anyone .",2.88,3.25,3.62
6789,he said he had a `` business proposition '' for me .,3.3,3.0,3.1
6790,"the pie came and i waited until the waitress was gone , before going on , `` why me ? ''",2.45,3.18,2.73
6791,you were the first person who came to mind .,3.1,3.1,3.1
6792,first person ?,3.0,3.0,3.0
6793,twenty years out of high school ?,2.9,3.0,3.2
6794,how much of this 'valuable material ' are we talking about ?,3.0,3.0,3.12
6795,four hundred ounces for a start .,3.14,3.14,3.0
6796,four hundred .,3.0,2.9,3.0
6797,i pulled out my palm phone and looked up a number .,2.9,2.9,3.3
6798,i 'm staying in town .,3.1,2.8,3.0
6799,let me show you something .,3.0,3.3,3.3
6800,"i thought about it and made a quick call , just telling a buddy that i was `` postponing our meeting , '' for a couple of hours , meaning he should come looking for me if i did n't show up .",2.8,3.1,2.8
6801,"he sounded surprised and said no , he needed me to help him get rid of `` a large quantity of gold . ''",3.25,3.63,3.37
6802,"charles might not look like much , but i had n't made it through my life taking that kind of chance .",3.0,2.9,3.2
6803,i put away the cell and used the motion to cover checking the knife in my sleeve and used one leg to check the other in my sock .,3.1,3.2,3.3
6804,i had been an amateur magician for years .,3.2,3.2,3.2
6805,one of my best tricks was pulling a knife out of thin air .,3.4,3.4,3.3
6806,it never failed to amaze .,4.0,3.25,3.38
6807,sure .,2.9,2.7,2.9
6808,"let 's go , '' i said .",3.0,3.0,3.57
6809,"there was only one chair , so i sat on the edge of the bed as he handed me a book open to a picture of some sort of stone tablet .",2.9,2.3,2.8
6810,"rapa nui , '' he said , `` easter island .",3.0,2.88,3.0
6811,this codex is one of the few remaining examples of a form of writing known as 'rongorongo .,3.1,3.1,3.1
6812,"for a long time no one was able to decipher it , although by deduction , steven fischer deciphered some of it in nineteen ninety four .",3.11,2.78,3.11
6813,i told him i 'd meet him for coffee at the diner down the street at seven .,3.14,3.0,3.57
6814,but he ignored the inscriptions on skulls and the 'birdman ' statuette .,2.8,2.9,2.9
6815,and how the missionaries came and the converted natives had destroyed more .,2.5,3.0,3.0
6816,"he flipped pages to another image , `` but notice something here in the arrangement of the moai .",3.1,2.8,3.2
6817,"see here how they form a pattern , very similar to this ?",2.9,2.9,3.1
6818,there was an ink drawing and writing in a tiny neat hand that i could n't read from where i sat .,2.9,2.8,2.8
6819,"he was already there , sitting in a booth , warming his hands on a cup of coffee .",3.0,2.63,2.75
6820,this is the diary of a mysterious explorer named samuel curlew who investigated a mound builder site in this area in the early eighteen hundreds .,3.1,3.0,3.0
6821,he closed the little book and just about hugged it with satisfaction .,3.89,3.44,3.33
6822,i want to show you that mound .,3.1,2.9,3.2
6823,"you know it was these very mounds that originally sparked my interest in history , archeology and then linguistics .",3.33,3.22,3.11
6824,and this mound is where you found gold ?,3.1,3.2,3.1
6825,was this some crazy treasure hunt ?,2.5,3.1,2.9
6826,or maybe this guy was just a wacko who wanted to take me out on a dark road and kill me .,2.0,3.7,2.6
6827,"no , it 's more complicated than that , but i need to show you the mound for you to understand .",2.63,3.12,3.25
6828,he looked like jerked meat on the bone .,2.8,2.9,2.8
6829,the drawings and the books seemed to wake him up .,3.1,3.4,3.0
6830,he was smiling now and his eyes were n't so tired .,3.6,3.3,2.8
6831,"i was having serious cash flow issues back then and had payments to make , so i said , `` yes , '' but my patience was running out .",2.4,2.9,2.6
6832,"charles acres called me on a thursday afternoon , just like that .",3.2,2.9,3.1
6833,it was dark as we left .,3.0,3.0,2.89
6834,when he killed the headlights there was no light but moonlight and stars on a light dusting of snow .,2.8,2.8,2.9
6835,"a low , black hill blocked the sky right in front of us .",2.8,2.9,2.9
6836,"we spent the next hour stomping around the hill while he said things like , `` it was right here . ''",2.8,3.0,3.0
6837,"my patience was long gone , and i was back in the car to warming up when acres tapped on the window and told me he had found whatever he was looking for .",2.7,3.0,2.9
6838,we trudged back up the hill and he led me to little patch of ground with a stick poking up from it .,2.86,2.86,3.0
6839,it looked like a bamboo walking stick .,3.0,2.7,3.0
6840,"`` this is it , '' he leaned down and motioned for me to look at something on the ground .",3.0,3.0,3.29
6841,"see how the lines form the pattern in the journal , the same one as the moai .",3.0,3.2,3.1
6842,"`` so you drew this ? '' i asked vaguely , slow to catch on .",2.67,2.89,2.56
6843,so you drew this ?,3.0,2.9,2.9
6844,he looked hurt and rapped on the ground with his finger .,2.14,3.29,2.71
6845,it 's stone .,3.1,3.0,3.2
6846,ancient .,3.1,2.9,3.1
6847,"for the first time he looked cold and stiff in his tourist gear , making me glad i was in a suit .",3.2,3.1,3.3
6848,"here stand beside me , '' he said .",3.1,2.9,3.1
6849,i 'm not sure if i can take you with me so i need to show you the device .,3.0,2.75,3.12
6850,i expected him to pull out a gadget with blinking lights and was wondering which way to duck .,2.8,3.4,2.7
6851,"ok , watch and remember this .",3.14,3.14,3.43
6852,"i 'm going to do it in two parts , last part first so it wo n't take effect .",3.0,3.0,3.1
6853,stunned i watched as he made several ridiculous passes with his hands paused and nodded then did a sort of sign language stutter of some sort .,2.6,3.1,2.9
6854,"i learned this from a skull shard rongorongo , they are n't all writing language .",3.0,3.0,3.2
6855,some are just a memory device .,3.1,2.8,3.2
6856,mnemonic .,3.0,2.7,3.0
6857,yes .,3.2,3.2,3.3
6858,there 's a long history of polynesian gesture and dance language .,3.3,3.1,3.0
6859,he smiled and i could see his teeth in the moonlight .,3.6,3.2,2.9
6860,his hands were thin and huge knuckled with obvious callouses .,2.9,2.7,3.0
6861,i did n't have much trouble duplicating his hand waving even though i had n't paid much attention .,3.11,2.89,3.0
6862,i even swapped the two parts as he had asked .,2.9,3.1,2.7
6863,"i thought he was surprised at my dexterity when his jaw dropped , but he shouted , `` no ! '' just before everything changed .",2.5,3.6,2.8
6864,i was standing on a perfectly flat square of dark stone .,3.1,3.1,3.2
6865,"for as far as i could see by a weak , gray light the stone stepped up and down making little hills and terraces and platforms .",3.11,2.56,2.89
6866,i seemed to be somewhere in the middle -- there was as much above as below .,3.1,2.8,2.9
6867,the sky was dull and featureless and overcast .,2.3,2.5,2.9
6868,"so , the mining business is treating you pretty good , huh charles ?",3.25,2.88,3.25
6869,"the air smelled bad in some way i ca n't describe , and at my feet i could see the same design from the little journal and the mound carved into the rock .",2.38,3.0,3.0
6870,i was in shock .,2.2,3.5,2.8
6871,"the only way we can continue to provide guide dogs , at no cost , to someone who is blind or visually impaired , is through your support .",3.1,3.1,3.1
6872,friends like you make it possible to give the gift of second sight .,3.6,3.4,3.3
6873,second sight,3.0,2.9,2.9
6874,i hope the foundation can count on your caring donation today .,3.25,2.88,2.88
6875,"many people send gifts of $ 35 , $ 50 , or even $ 100 or more whatever you are able to give to help maintain this vital service .",3.2,3.1,3.0
6876,and having a guide dog does make a real difference in the lives of our students .,3.5,3.3,3.4
6877,second sight,3.1,2.9,3.2
6878,its the special bond of a loving and working 24 hour a day partnership .,3.5,3.38,3.25
6879,"as a boy in bosnia , i walked my dog . now my guide dog , franklin , walks me",3.0,3.0,2.86
6880,"now my guide dog , franklin , walks me says sead .",3.09,3.0,3.18
6881,he was blinded at 15 by a serbian missile .,2.0,3.0,2.6
6882,now i believe almost anything is possible .,3.37,3.0,3.25
6883,franklin has opened up a whole new world for me .,3.6,3.2,3.1
6884,"as pat explains , both my friends were zipping through crowds while i lagged behind , even though i was a fast cane walker .",2.78,2.67,3.0
6885,"both my friends were zipping through crowds while i lagged behind , even though i was a fast cane walker . i envied their freedom and most of all , the incredible bond they both had with their guide dogs . with my lab , jay , i feel so wonderfully free !",3.7,3.8,3.3
6886,"i envied their freedom and most of all , the incredible bond they both had with their guide dogs .",3.0,3.0,3.11
6887,"with my lab , jay , i feel so wonderfully free !",4.1,4.1,4.1
6888,hank says he was a good cane traveler for 17 years but felt his freedom was curtailed particularly when traveling .,2.8,3.1,2.9
6889,i had never had a pet .,2.4,2.8,2.7
6890,"i had never had a pet . having aries just makes life so much easier . for one thing , people are nicer to you . people love dogs . they can relate to him and feel they have something to talk to you about .",3.4,3.1,3.1
6891,having aries just makes life so much easier .,3.5,3.0,3.3
6892,"for one thing , people are nicer to you .",3.5,3.1,3.3
6893,"371 easijericho turnpike , smithiown , new york 11787-2976",2.9,2.4,3.1
6894,they can relate to him and feel they have something to talk to you about .,3.2,3.2,3.1
6895,mothers and fathers .,2.9,2.9,3.0
6896,"as one of our donors in the new york area told us , sometimes you never see the good work your money does .",3.0,2.75,3.0
6897,sometimes you never see the good work your money does . i see the results ... the guide does ive helped sponsor dramatically improve the lives of the men and women who receive them .,3.7,3.2,3.4
6898,i see the results ...,3.0,2.9,3.2
6899,the guide does ive helped sponsor dramatically improve the lives of the men and women who receive them .,3.4,3.2,3.1
6900,wont you please take the time now to send your donation to give someone the priceless gift of independence ?,3.14,3.14,3.0
6901,"rs . for more information about the guide dog foundation , or to become a guide dog foundation volunteer , visit our website at www.guidedog.org .",3.0,2.8,3.1
6902,"for too many , this is a daily reality but today you can help make a difference .",3.0,3.2,3.0
6903,"having a guide dog allows a blind or visually impaired individual to experience the possibilities of life , not the limitations .",3.3,3.2,3.1
6904,"for the blind , inc .",3.0,2.9,3.1
6905,"we use labrador retrievers , golden retrievers and a cross between labs and goldens .",3.0,3.0,3.29
6906,male and female dogs are used .,3.0,3.0,3.0
6907,and our dogs are specially bred for temperament and physical soundness .,3.0,2.57,3.43
6908,every foundation guide dog is given free of charge to someone who is blind or visually impaired .,3.6,3.5,3.2
6909,"we are supported entirely by donations from generous individuals , corporations and foundations .",3.25,3.0,3.13
6910,"me , i found a space suit , but it was statistically unlikely that i , and whomever else has followed suit ( pun intended ) , would manage to repair our ship before the less-than-twenty-four hours are up ; yes , studies have been done .",2.8,3.3,3.1
6911,"i could have started asking questions , but i wanted to get my bearings first .",2.88,2.88,3.5
6912,tonight was for observation .,3.12,2.88,3.0
6913,"i did n't bother trying to seek out a different group of potentially more interesting people , though .",3.0,2.9,3.1
6914,"they all looked the same : clusters of social butterflies surrounded by the less apt , the hangers-on , the circle with whom the gossip was shared .",2.86,3.0,3.0
6915,i wondered at the ship instead .,3.0,2.73,2.91
6916,"all the fine food and the ornamental lighting , it had to be exorbitantly pricey to maintain .",3.0,3.0,3.11
6917,"if the barkeep was any indication , i suspected similarly high-class robots fulfilled other positions on the ship .",3.0,2.9,2.7
6918,"how they were all powered was a mysteryas good as the technology got , a quality robot like that was still an energy sink .",2.9,3.0,2.9
6919,"it was the brain , mostly ; the amount of information the machine had to process to be able to function at the level it did ate up a lot of resources .",2.9,2.9,3.0
6920,"sarah 's crowd took turns taking my champagne flute to the bar to be refilled , all seemingly pleased to have a new set of ears to talk at .",3.0,2.7,2.8
6921,"by the end of the evening , when i finally followed the slow trickle of people out of the room , a satisfying haze had settled on my mind .",3.5,2.9,3.0
6922,"it was nice , i decided .",3.88,3.38,3.5
6923,this ship .,3.0,2.7,2.9
6924,this life .,3.0,2.88,3.0
6925,"did it truly matter what the ship 's origin was and why jefferson had saved me , if now , i was content ?",3.0,2.9,2.9
6926,fact : it 's easy to fall into patterns .,2.88,3.0,3.0
6927,"i would wake late , checking the clock on my room 's lightscreen to make sure i had n't slept through brunch .",2.9,2.9,2.8
6928,"i would watch old films on the entertainment screens , taking mental notes for later dinnertime discussions .",3.0,2.7,3.5
6929,i would immerse myself in new virtual reality flicks .,3.12,3.13,3.12
6930,"i would attend afternoon dance classes , so that when the evening dances came around ( modeled after the historical social gatherings of several hundred years prior ) , i would be less of an embarrassment to myself .",2.8,3.1,2.9
6931,"so , twenty-four hours .",3.0,2.6,3.0
6932,i told myself i should .,3.1,3.1,3.1
6933,"i told myself that tonight , the observation period would end and i 'd start puzzling out the ship 's mystery .",3.0,2.9,3.4
6934,give or take .,3.0,2.9,3.0
6935,"about the time i was composing my last words in my head , trying not to think too much about what suffocating felt like , that 's when i heard a bell .",2.6,3.5,2.8
6936,"i smothered thoughts of friends back on earththis was my long-awaited vacation , my clean break and my temporary retreat ; i 'd try contacting those friends tomorrow .",3.22,3.0,3.11
6937,"i continued to care little for shipwide gossip , but our discussions of films and flicks , old and new , brought out my artistic , story-loving , argumentative side , a side of me i 'd tucked into a back storage compartment during my years as an engineer .",3.5,3.2,3.2
6938,"it was a good life , if surreal .",3.2,3.2,3.1
6939,but i was n't sure i wanted the dream stage to end .,3.0,2.86,3.0
6940,fact : some places are timeless .,3.2,3.2,3.2
6941,"days passed , weeks passed , but i could n't tell if it had been months or years since i was rescued .",2.73,2.91,3.09
6942,"all there was , all i remembered , was a blur .",2.7,3.1,2.6
6943,"gathering for drinks in the parlors , playing dress up with all the fine clothes i found in the closets ( some of it modern , some of it period dress for special themed events ) , idling in the lounges .",3.0,2.9,3.1
6944,"now and then , a new face mingled in the crowd .",3.1,2.9,3.1
6945,"other faces washed out , fading into the backdrop of carpets and fake glass chandeliers and the muted hum of the engines .",2.71,2.86,2.86
6946,"so when my shuttle malfunctioned and the airlocks did n't keep the air in , i heard nothing .",2.43,3.14,2.86
6947,"one of these evenings , we were gathered in the south ballroom for post-dinner drinks , lounging on couches and watching other members of our populace move in circles on the dance floor .",3.4,3.3,3.2
6948,'south ',3.0,2.5,3.13
6949,there were n't . ),2.9,3.1,3.2
6950,my first thought : i was going crazy .,2.3,3.5,2.5
6951,"maybe it was her curiosity , asking a question i should have asked long before , that turned the conversation serious ; maybe there was just something special about that evening .",3.2,3.1,3.1
6952,"twenty-four hours of silence ( vacuum , remember ) ; was i hallucinating noises now ?",2.87,3.0,3.13
6953,"maybe we had all tired of the frivolity of our life , hitting some threshold or some breaking point .",2.5,2.7,2.7
6954,"regardless , when adrienne asked what the ship 's purpose was , we all gave it a measure of thought .",3.0,2.8,3.1
6955,"we dredged up half-fledged theories and inchoate explanations , tossing these out the same way we pitched ideas about the art films .",2.8,2.9,3.2
6956,"i believe we 'll see the end of the universe ,",2.78,3.11,3.0
6957,"i believe we 'll see the end of the universe , said tiffany .",2.8,2.9,2.7
6958,"captain 's cohort , she had a glass of orange-brown liquid in one hand ; it might have been orange juice and some kind of berry liquor .",3.0,2.89,3.11
6959,she swirled it speculatively .,3.1,3.3,3.1
6960,i watched adrienne .,3.12,2.75,3.5
6961,"impossible ,",2.6,3.1,2.8
6962,"impossible , said zheng , sitting in the chair to her left .",3.0,2.9,3.2
6963,"maybe the universe will end sooner than you think ,",2.5,3.0,2.88
6964,"he did n't drink , but he made a point of mingling with all the various cliques .",3.0,2.88,3.12
6965,"maybe we 'll travel at the speed of light and we wo n't age ,",3.11,3.0,3.0
6966,"maybe we 'll travel at the speed of light and we wo n't age , said sarah , setting her wine glass on the little round end table by her couch .",3.2,2.7,3.0
6967,maybe we 're already traveling at the speed of light .,3.5,3.25,3.12
6968,relatively says it all .,3.0,3.25,3.25
6969,zheng scoffed .,2.7,3.3,3.2
6970,also impossible .,2.5,3.1,2.7
6971,"also impossible . even if we were traveling at ninety-nine percent of the speed of lightthat 's assuming you ignore science and pretend that such a thing is possible , because it isn'twe 'd still age . we 'd just appear to age slower than people not traveling as fast as us .",2.8,3.5,2.8
6972,and ?,3.0,3.0,3.0
6973,said sarah .,2.9,2.5,3.0
6974,"aging is relative , anyway .",3.1,2.4,3.0
6975,"aging is relative , anyway . besides , i would n't mind being around forever . give our ancestors purpose . keep their dreams alive .",3.2,3.1,3.3
6976,"besides , i would n't mind being around forever .",3.4,3.2,3.2
6977,"new hypothesis ,",3.25,3.13,3.0
6978,"no one 's immortal . in fact , the opposite : we 're all going to die .",2.4,3.1,2.9
6979,"in fact , the opposite : we 're all going to die .",1.9,3.4,2.9
6980,"bleak ,",2.11,2.78,2.56
6981,"bleak , commented zheng .",2.73,2.63,2.91
6982,but i like it .,3.9,3.0,3.1
6983,"we 're all going to die , so what better thing to do than enjoy the time we have ?",2.9,3.5,3.3
6984,"kishori gestured to the bar , the carpets , the paintings .",3.0,2.75,3.0
6985,all the luxuries money can buy .,3.22,3.22,3.22
6986,"all the luxuries money can buy ,",3.9,3.5,3.5
6987,"all the luxuries money can buy , she echoed .",3.44,3.44,3.44
6988,"and accompanying the bell , i saw a light .",3.1,3.1,3.0
6989,paid for how ?,2.75,2.88,3.0
6990,"smuggling ,",2.62,2.75,2.88
6991,matter-of-fact .,3.12,2.88,3.12
6992,"jefferson snorted , amused .",3.6,3.1,3.1
6993,"think about it , kishori continued , where else would we get the money to buy all this ?",3.0,2.89,3.0
6994,where else would we get the money to buy all this ?,3.1,3.1,2.9
6995,renegade smugglers .,2.25,3.12,3.12
6996,"renegade smugglers . so what 's our cargo , eh , captain ?",2.78,3.45,3.11
6997,"so what 's our cargo , eh , captain ?",3.0,3.0,3.0
6998,"zheng joked , leaning back in his chair with his glass of wine .",3.3,2.8,3.1
6999,jefferson shook his head and stood up .,2.9,2.9,3.1
7000,"i 'll leave you to your speculation ,",3.0,3.0,3.14
7001,"i 'll leave you to your speculation , he said .",2.9,2.9,3.1
7002,"now , there were two things here that made ridiculously small amounts of sense .",2.63,3.25,2.88
7003,a chorus of good nights followed him out the door .,3.3,3.3,3.2
7004,"after the captain left , zheng leaned in .",3.0,3.0,3.0
7005,"he set his glass down on an end table , steepled his fingers together .",2.8,3.0,3.0
7006,"we 're revolting , he told us .",2.6,3.2,3.3
7007,and i do n't mean that you disgust me .,2.45,3.36,2.91
7008,"and i do n't mean that you disgust me . no , we 're the start of a rebellion . did you hear what the captain said earlier ? he means , we 're going to change the future . the universe as we know it wo n't be the same .",3.13,3.75,3.88
7009,"no , we 're the start of a rebellion .",2.9,3.2,3.4
7010,the universe as we know it wo n't be the same .,2.6,3.3,2.7
7011,would n't we know it if we were part of a rebellion ?,3.0,3.0,2.9
7012,zheng shook his head .,2.86,2.71,2.71
7013,the captain selected us for a reason . he has inside intelligencehow else would he know where to find us ? he knows about us .,3.1,3.1,2.8
7014,he has inside intelligencehow else would he know where to find us ?,3.1,3.1,2.9
7015,he knows about us .,2.89,3.11,2.78
7016,"that 's still dumb ,",2.0,3.75,3.37
7017,"that 's still dumb , said sarah .",2.2,3.2,2.8
7018,inside intelligence ?,3.11,3.11,3.33
7019,"inside intelligence ? do n't you remember , there 's not exactly one big galactic government from which to steal information .",3.0,2.9,2.8
7020,"do n't you remember , there 's not exactly one big galactic government from which to steal information .",3.0,3.2,2.9
7021,"first , the whole in-a-vacuum why's-there-a-bell thing .",3.0,2.88,3.0
7022,jefferson did n't share how he found people .,2.6,3.0,2.8
7023,"he did n't share how he knew exactly where the wrecks were , or why he saved some people but not others .",2.88,3.0,2.88
7024,"but then again , no one asked .",3.0,2.9,2.9
7025,he had been at this savior business longer than any of us .,3.0,2.8,3.0
7026,i wondered if adrienne would ask about that .,2.9,3.1,2.7
7027,"we 're going to mean something ,",3.38,3.37,3.5
7028,"we 're going to mean something , zheng was saying .",3.33,2.83,3.5
7029,"what we do , rebelling against the oppression of the many governments that oppose us , we 're going to leave a legacy .",3.3,3.4,3.5
7030,he sounded certain .,3.11,3.11,3.56
7031,"enthusiastic , even .",3.6,3.3,3.2
7032,"ray , he shook his head , and broke the quiet he 'd held most of the evening .",2.82,3.09,2.82
7033,you 've got it all wrong .,2.3,3.5,3.6
7034,"he looked from sarah , to adrienne , to zheng , to kishori and tiffany , to me .",2.9,3.0,3.1
